ensembl_gene_id	chromosome_name	external_gene_name	transcript_count	description
ENSG00000135047	9	CTSL	6	cathepsin L [Source:HGNC Symbol;Acc:2537]
ENSG00000135048	9	TMEM2	13	transmembrane protein 2 [Source:HGNC Symbol;Acc:11869]
ENSG00000135049	9	AGTPBP1	9	ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:17258]
ENSG00000135052	9	GOLM1	8	golgi membrane protein 1 [Source:HGNC Symbol;Acc:15451]
ENSG00000135063	9	FAM189A2	6	family with sequence similarity 189, member A2 [Source:HGNC Symbol;Acc:24820]
ENSG00000135069	9	PSAT1	2	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:19129]
ENSG00000135070	9	ISCA1	4	iron-sulfur cluster assembly 1 [Source:HGNC Symbol;Acc:28660]
ENSG00000135074	5	ADAM19	7	ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:197]
ENSG00000135083	5	CCNJL	9	cyclin J-like [Source:HGNC Symbol;Acc:25876]
ENSG00000135090	12	TAOK3	19	TAO kinase 3 [Source:HGNC Symbol;Acc:18133]
ENSG00000135097	12	MSI1	3	musashi RNA-binding protein 1 [Source:HGNC Symbol;Acc:7330]
ENSG00000135108	12	FBXO21	7	F-box protein 21 [Source:HGNC Symbol;Acc:13592]
ENSG00000135119	12	RNFT2	7	ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:25905]
ENSG00000135124	12	P2RX4	15	purinergic receptor P2X, ligand-gated ion channel, 4 [Source:HGNC Symbol;Acc:8535]
ENSG00000135127	12	CCDC64	13	coiled-coil domain containing 64 [Source:HGNC Symbol;Acc:28095]
ENSG00000135148	12	TRAFD1	9	TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:24808]
ENSG00000135164	7	DMTF1	41	cyclin D binding myb-like transcription factor 1 [Source:HGNC Symbol;Acc:14603]
ENSG00000135185	7	TMEM243	8	transmembrane protein 243, mitochondrial [Source:HGNC Symbol;Acc:21707]
ENSG00000135211	7	TMEM60	1	transmembrane protein 60 [Source:HGNC Symbol;Acc:21754]
ENSG00000135213	7	POM121C	8	POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:34005]
ENSG00000135241	7	PNPLA8	13	patatin-like phospholipase domain containing 8 [Source:HGNC Symbol;Acc:28900]
ENSG00000135245	7	HILPDA	4	hypoxia inducible lipid droplet-associated [Source:HGNC Symbol;Acc:28859]
ENSG00000135249	7	RINT1	8	RAD50 interactor 1 [Source:HGNC Symbol;Acc:21876]
ENSG00000135250	7	SRPK2	15	SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306]
ENSG00000135269	7	TES	12	testis derived transcript (3 LIM domains) [Source:HGNC Symbol;Acc:14620]
ENSG00000135272	7	MDFIC	7	MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:28870]
ENSG00000135297	6	MTO1	19	mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:19261]
ENSG00000135314	6	KHDC1	5	KH homology domain containing 1 [Source:HGNC Symbol;Acc:21366]
ENSG00000135315	6	KIAA1009	6	KIAA1009 [Source:HGNC Symbol;Acc:21107]
ENSG00000135316	6	SYNCRIP	3	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:16918]
ENSG00000135317	6	SNX14	19	sorting nexin 14 [Source:HGNC Symbol;Acc:14977]
ENSG00000135324	6	MRAP2	1	melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:21232]
ENSG00000135333	6	EPHA7	2	EPH receptor A7 [Source:HGNC Symbol;Acc:3390]
ENSG00000135334	6	AKIRIN2	2	akirin 2 [Source:HGNC Symbol;Acc:21407]
ENSG00000135336	6	ORC3	7	origin recognition complex, subunit 3 [Source:HGNC Symbol;Acc:8489]
ENSG00000135338	6	LCA5	3	Leber congenital amaurosis 5 [Source:HGNC Symbol;Acc:31923]
ENSG00000135341	6	MAP3K7	6	mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:6859]
ENSG00000135365	11	PHF21A	22	PHD finger protein 21A [Source:HGNC Symbol;Acc:24156]
ENSG00000135372	11	NAT10	9	N-acetyltransferase 10 (GCN5-related) [Source:HGNC Symbol;Acc:29830]
ENSG00000135387	11	CAPRIN1	17	cell cycle associated protein 1 [Source:HGNC Symbol;Acc:6743]
ENSG00000135390	12	ATP5G2	9	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) [Source:HGNC Symbol;Acc:842]
ENSG00000135404	12	CD63	16	CD63 molecule [Source:HGNC Symbol;Acc:1692]
ENSG00000135414	12	GDF11	2	growth differentiation factor 11 [Source:HGNC Symbol;Acc:4216]
ENSG00000135423	12	GLS2	15	glutaminase 2 (liver, mitochondrial) [Source:HGNC Symbol;Acc:29570]
ENSG00000135424	12	ITGA7	23	integrin, alpha 7 [Source:HGNC Symbol;Acc:6143]
ENSG00000135441	12	BLOC1S1	7	biogenesis of lysosomal organelles complex-1, subunit 1 [Source:HGNC Symbol;Acc:4200]
ENSG00000135446	12	CDK4	16	cyclin-dependent kinase 4 [Source:HGNC Symbol;Acc:1773]
ENSG00000135447	12	PPP1R1A	4	protein phosphatase 1, regulatory (inhibitor) subunit 1A [Source:HGNC Symbol;Acc:9286]
ENSG00000135451	12	TROAP	16	trophinin associated protein [Source:HGNC Symbol;Acc:12327]
ENSG00000135452	12	TSPAN31	14	tetraspanin 31 [Source:HGNC Symbol;Acc:10539]
ENSG00000135457	12	TFCP2	6	transcription factor CP2 [Source:HGNC Symbol;Acc:11748]
ENSG00000135469	12	COQ10A	10	coenzyme Q10 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:26515]
ENSG00000135473	12	PAN2	20	PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20074]
ENSG00000135476	12	ESPL1	9	extra spindle pole bodies homolog 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:16856]
ENSG00000135480	12	KRT7	13	keratin 7 [Source:HGNC Symbol;Acc:6445]
ENSG00000135482	12	ZC3H10	5	zinc finger CCCH-type containing 10 [Source:HGNC Symbol;Acc:25893]
ENSG00000135486	12	HNRNPA1	14	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:5031]
ENSG00000135503	12	ACVR1B	7	activin A receptor, type IB [Source:HGNC Symbol;Acc:172]
ENSG00000135506	12	OS9	23	osteosarcoma amplified 9, endoplasmic reticulum lectin [Source:HGNC Symbol;Acc:16994]
ENSG00000135521	6	LTV1	1	LTV1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21173]
ENSG00000135525	6	MAP7	5	microtubule-associated protein 7 [Source:HGNC Symbol;Acc:6869]
ENSG00000135535	6	CD164	11	CD164 molecule, sialomucin [Source:HGNC Symbol;Acc:1632]
ENSG00000135540	6	NHSL1	9	NHS-like 1 [Source:HGNC Symbol;Acc:21021]
ENSG00000135541	6	AHI1	19	Abelson helper integration site 1 [Source:HGNC Symbol;Acc:21575]
ENSG00000135547	6	HEY2	2	hes-related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:4881]
ENSG00000135549	6	PKIB	9	protein kinase (cAMP-dependent, catalytic) inhibitor beta [Source:HGNC Symbol;Acc:9018]
ENSG00000135587	6	SMPD2	3	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase) [Source:HGNC Symbol;Acc:11121]
ENSG00000135596	6	MICAL1	8	microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:20619]
ENSG00000135597	6	REPS1	20	RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:15578]
ENSG00000135617	2	PRADC1	3	protease-associated domain containing 1 [Source:HGNC Symbol;Acc:16047]
ENSG00000135624	2	CCT7	18	chaperonin containing TCP1, subunit 7 (eta) [Source:HGNC Symbol;Acc:1622]
ENSG00000135631	2	RAB11FIP5	6	RAB11 family interacting protein 5 (class I) [Source:HGNC Symbol;Acc:24845]
ENSG00000135632	2	SMYD5	8	SMYD family member 5 [Source:HGNC Symbol;Acc:16258]
ENSG00000135636	2	DYSF	19	dysferlin [Source:HGNC Symbol;Acc:3097]
ENSG00000135637	2	CCDC142	9	coiled-coil domain containing 142 [Source:HGNC Symbol;Acc:25889]
ENSG00000135643	12	KCNMB4	2	potassium large conductance calcium-activated channel, subfamily M, beta member 4 [Source:HGNC Symbol;Acc:6289]
ENSG00000135655	12	USP15	20	ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:12613]
ENSG00000135677	12	GNS	9	glucosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:4422]
ENSG00000135679	12	MDM2	37	MDM2 oncogene, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:6973]
ENSG00000135686	16	KLHL36	7	kelch-like family member 36 [Source:HGNC Symbol;Acc:17844]
ENSG00000135698	16	MPHOSPH6	8	M-phase phosphoprotein 6 [Source:HGNC Symbol;Acc:7214]
ENSG00000135720	16	DYNC1LI2	16	dynein, cytoplasmic 1, light intermediate chain 2 [Source:HGNC Symbol;Acc:2966]
ENSG00000135723	16	FHOD1	10	formin homology 2 domain containing 1 [Source:HGNC Symbol;Acc:17905]
ENSG00000135736	16	CCDC102A	2	coiled-coil domain containing 102A [Source:HGNC Symbol;Acc:28097]
ENSG00000135747	1	ZNF670	3	zinc finger protein 670 [Source:HGNC Symbol;Acc:28167]
ENSG00000135749	1	PCNXL2	23	pecanex-like 2 (Drosophila) [Source:HGNC Symbol;Acc:8736]
ENSG00000135750	1	KCNK1	6	potassium channel, subfamily K, member 1 [Source:HGNC Symbol;Acc:6272]
ENSG00000135763	1	URB2	2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:28967]
ENSG00000135766	1	EGLN1	2	egl-9 family hypoxia-inducible factor 1 [Source:HGNC Symbol;Acc:1232]
ENSG00000135775	1	COG2	11	component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:6546]
ENSG00000135776	1	ABCB10	3	ATP-binding cassette, sub-family B (MDR/TAP), member 10 [Source:HGNC Symbol;Acc:41]
ENSG00000135778	1	NTPCR	8	nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:28204]
ENSG00000135801	1	TAF5L	5	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa [Source:HGNC Symbol;Acc:17304]
ENSG00000135821	1	GLUL	12	glutamate-ammonia ligase [Source:HGNC Symbol;Acc:4341]
ENSG00000135823	1	STX6	4	syntaxin 6 [Source:HGNC Symbol;Acc:11441]
ENSG00000135829	1	DHX9	8	DEAH (Asp-Glu-Ala-His) box helicase 9 [Source:HGNC Symbol;Acc:2750]
ENSG00000135837	1	CEP350	11	centrosomal protein 350kDa [Source:HGNC Symbol;Acc:24238]
ENSG00000135842	1	FAM129A	5	family with sequence similarity 129, member A [Source:HGNC Symbol;Acc:16784]
ENSG00000135845	1	PIGC	8	phosphatidylinositol glycan anchor biosynthesis, class C [Source:HGNC Symbol;Acc:8960]
ENSG00000135847	1	ACBD6	3	acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:23339]
ENSG00000135862	1	LAMC1	6	laminin, gamma 1 (formerly LAMB2) [Source:HGNC Symbol;Acc:6492]
ENSG00000135870	1	RC3H1	6	ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:29434]
ENSG00000135899	2	SP110	17	SP110 nuclear body protein [Source:HGNC Symbol;Acc:5401]
ENSG00000135900	2	MRPL44	1	mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:16650]
ENSG00000135912	2	TTLL4	21	tubulin tyrosine ligase-like family, member 4 [Source:HGNC Symbol;Acc:28976]
ENSG00000135913	2	USP37	11	ubiquitin specific peptidase 37 [Source:HGNC Symbol;Acc:20063]
ENSG00000135916	2	ITM2C	9	integral membrane protein 2C [Source:HGNC Symbol;Acc:6175]
ENSG00000135917	2	SLC19A3	9	solute carrier family 19 (thiamine transporter), member 3 [Source:HGNC Symbol;Acc:16266]
ENSG00000135919	2	SERPINE2	10	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2 [Source:HGNC Symbol;Acc:8951]
ENSG00000135924	2	DNAJB2	18	DnaJ (Hsp40) homolog, subfamily B, member 2 [Source:HGNC Symbol;Acc:5228]
ENSG00000135926	2	TMBIM1	23	transmembrane BAX inhibitor motif containing 1 [Source:HGNC Symbol;Acc:23410]
ENSG00000135930	2	EIF4E2	14	eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:3293]
ENSG00000135931	2	ARMC9	14	armadillo repeat containing 9 [Source:HGNC Symbol;Acc:20730]
ENSG00000135932	2	CAB39	6	calcium binding protein 39 [Source:HGNC Symbol;Acc:20292]
ENSG00000135940	2	COX5B	4	cytochrome c oxidase subunit Vb [Source:HGNC Symbol;Acc:2269]
ENSG00000135945	2	REV1	16	REV1, polymerase (DNA directed) [Source:HGNC Symbol;Acc:14060]
ENSG00000135951	2	TSGA10	21	testis specific, 10 [Source:HGNC Symbol;Acc:14927]
ENSG00000135953	2	MFSD9	8	major facilitator superfamily domain containing 9 [Source:HGNC Symbol;Acc:28158]
ENSG00000135956	2	TMEM127	3	transmembrane protein 127 [Source:HGNC Symbol;Acc:26038]
ENSG00000135966	2	TGFBRAP1	2	transforming growth factor, beta receptor associated protein 1 [Source:HGNC Symbol;Acc:16836]
ENSG00000135968	2	GCC2	13	GRIP and coiled-coil domain containing 2 [Source:HGNC Symbol;Acc:23218]
ENSG00000135972	2	MRPS9	3	mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:14501]
ENSG00000135974	2	C2orf49	3	chromosome 2 open reading frame 49 [Source:HGNC Symbol;Acc:28772]
ENSG00000135976	2	ANKRD36	6	ankyrin repeat domain 36 [Source:HGNC Symbol;Acc:24079]
ENSG00000135999	2	EPC2	6	enhancer of polycomb homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:24543]
ENSG00000136003	12	ISCU	14	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:29882]
ENSG00000136014	12	USP44	8	ubiquitin specific peptidase 44 [Source:HGNC Symbol;Acc:20064]
ENSG00000136021	12	SCYL2	10	SCY1-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:19286]
ENSG00000136026	12	CKAP4	3	cytoskeleton-associated protein 4 [Source:HGNC Symbol;Acc:16991]
ENSG00000136040	12	PLXNC1	11	plexin C1 [Source:HGNC Symbol;Acc:9106]
ENSG00000136044	12	APPL2	16	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:HGNC Symbol;Acc:18242]
ENSG00000136045	12	PWP1	5	PWP1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17015]
ENSG00000136048	12	DRAM1	6	DNA-damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:25645]
ENSG00000136051	12	KIAA1033	13	KIAA1033 [Source:HGNC Symbol;Acc:29174]
ENSG00000136068	3	FLNB	16	filamin B, beta [Source:HGNC Symbol;Acc:3755]
ENSG00000136098	13	NEK3	11	NIMA-related kinase 3 [Source:HGNC Symbol;Acc:7746]
ENSG00000136100	13	VPS36	6	vacuolar protein sorting 36 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20312]
ENSG00000136104	13	RNASEH2B	5	ribonuclease H2, subunit B [Source:HGNC Symbol;Acc:25671]
ENSG00000136108	13	CKAP2	7	cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:1990]
ENSG00000136110	13	LECT1	3	leukocyte cell derived chemotaxin 1 [Source:HGNC Symbol;Acc:17005]
ENSG00000136111	13	TBC1D4	8	TBC1 domain family, member 4 [Source:HGNC Symbol;Acc:19165]
ENSG00000136122	13	BORA	5	bora, aurora kinase A activator [Source:HGNC Symbol;Acc:24724]
ENSG00000136141	13	LRCH1	6	leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:HGNC Symbol;Acc:20309]
ENSG00000136143	13	SUCLA2	12	succinate-CoA ligase, ADP-forming, beta subunit [Source:HGNC Symbol;Acc:11448]
ENSG00000136144	13	RCBTB1	5	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 [Source:HGNC Symbol;Acc:18243]
ENSG00000136146	13	MED4	4	mediator complex subunit 4 [Source:HGNC Symbol;Acc:17903]
ENSG00000136147	13	PHF11	18	PHD finger protein 11 [Source:HGNC Symbol;Acc:17024]
ENSG00000136152	13	COG3	4	component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:18619]
ENSG00000136153	13	LMO7	27	LIM domain 7 [Source:HGNC Symbol;Acc:6646]
ENSG00000136156	13	ITM2B	4	integral membrane protein 2B [Source:HGNC Symbol;Acc:6174]
ENSG00000136158	13	SPRY2	3	sprouty homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:11270]
ENSG00000136159	13	NUDT15	1	nudix (nucleoside diphosphate linked moiety X)-type motif 15 [Source:HGNC Symbol;Acc:23063]
ENSG00000136160	13	EDNRB	4	endothelin receptor type B [Source:HGNC Symbol;Acc:3180]
ENSG00000136161	13	RCBTB2	6	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 [Source:HGNC Symbol;Acc:1914]
ENSG00000136169	13	SETDB2	4	SET domain, bifurcated 2 [Source:HGNC Symbol;Acc:20263]
ENSG00000136193	7	SCRN1	10	secernin 1 [Source:HGNC Symbol;Acc:22192]
ENSG00000136205	7	TNS3	14	tensin 3 [Source:HGNC Symbol;Acc:21616]
ENSG00000136213	7	CHST12	2	carbohydrate (chondroitin 4) sulfotransferase 12 [Source:HGNC Symbol;Acc:17423]
ENSG00000136231	7	IGF2BP3	17	insulin-like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:28868]
ENSG00000136237	7	RAPGEF5	11	Rap guanine nucleotide exchange factor (GEF) 5 [Source:HGNC Symbol;Acc:16862]
ENSG00000136238	7	RAC1	6	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1) [Source:HGNC Symbol;Acc:9801]
ENSG00000136240	7	KDELR2	6	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:6305]
ENSG00000136243	7	NUPL2	11	nucleoporin like 2 [Source:HGNC Symbol;Acc:17010]
ENSG00000136247	7	ZDHHC4	12	zinc finger, DHHC-type containing 4 [Source:HGNC Symbol;Acc:18471]
ENSG00000136261	7	BZW2	13	basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:18808]
ENSG00000136270	7	TBRG4	17	transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:17443]
ENSG00000136271	7	DDX56	12	DEAD (Asp-Glu-Ala-Asp) box helicase 56 [Source:HGNC Symbol;Acc:18193]
ENSG00000136273	7	HUS1	9	HUS1 checkpoint homolog (S. pombe) [Source:HGNC Symbol;Acc:5309]
ENSG00000136279	7	DBNL	22	drebrin-like [Source:HGNC Symbol;Acc:2696]
ENSG00000136280	7	CCM2	19	cerebral cavernous malformation 2 [Source:HGNC Symbol;Acc:21708]
ENSG00000136295	7	TTYH3	7	tweety family member 3 [Source:HGNC Symbol;Acc:22222]
ENSG00000136319	14	TTC5	8	tetratricopeptide repeat domain 5 [Source:HGNC Symbol;Acc:19274]
ENSG00000136367	14	ZFHX2	4	zinc finger homeobox 2 [Source:HGNC Symbol;Acc:20152]
ENSG00000136371	15	MTHFS	4	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) [Source:HGNC Symbol;Acc:7437]
ENSG00000136378	15	ADAMTS7	5	ADAM metallopeptidase with thrombospondin type 1 motif, 7 [Source:HGNC Symbol;Acc:223]
ENSG00000136379	15	ABHD17C	5	abhydrolase domain containing 17C [Source:HGNC Symbol;Acc:26925]
ENSG00000136381	15	IREB2	10	iron-responsive element binding protein 2 [Source:HGNC Symbol;Acc:6115]
ENSG00000136383	15	ALPK3	2	alpha-kinase 3 [Source:HGNC Symbol;Acc:17574]
ENSG00000136404	15	TM6SF1	9	transmembrane 6 superfamily member 1 [Source:HGNC Symbol;Acc:11860]
ENSG00000136425	15	CIB2	9	calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:24579]
ENSG00000136436	17	CALCOCO2	28	calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:29912]
ENSG00000136444	17	RSAD1	8	radical S-adenosyl methionine domain containing 1 [Source:HGNC Symbol;Acc:25634]
ENSG00000136448	17	NMT1	13	N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:7857]
ENSG00000136450	17	SRSF1	9	serine/arginine-rich splicing factor 1 [Source:HGNC Symbol;Acc:10780]
ENSG00000136451	17	VEZF1	4	vascular endothelial zinc finger 1 [Source:HGNC Symbol;Acc:12949]
ENSG00000136463	17	TACO1	2	translational activator of mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:24316]
ENSG00000136478	17	TEX2	9	testis expressed 2 [Source:HGNC Symbol;Acc:30884]
ENSG00000136485	17	DCAF7	8	DDB1 and CUL4 associated factor 7 [Source:HGNC Symbol;Acc:30915]
ENSG00000136490	17	LIMD2	12	LIM domain containing 2 [Source:HGNC Symbol;Acc:28142]
ENSG00000136492	17	BRIP1	6	BRCA1 interacting protein C-terminal helicase 1 [Source:HGNC Symbol;Acc:20473]
ENSG00000136504	17	KAT7	19	K(lysine) acetyltransferase 7 [Source:HGNC Symbol;Acc:17016]
ENSG00000136518	3	ACTL6A	14	actin-like 6A [Source:HGNC Symbol;Acc:24124]
ENSG00000136521	3	NDUFB5	15	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa [Source:HGNC Symbol;Acc:7700]
ENSG00000136522	3	MRPL47	3	mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:16652]
ENSG00000136527	3	TRA2B	16	transformer 2 beta homolog (Drosophila) [Source:HGNC Symbol;Acc:10781]
ENSG00000136536	2	MARCH7	9	membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17393]
ENSG00000136560	2	TANK	24	TRAF family member-associated NFKB activator [Source:HGNC Symbol;Acc:11562]
ENSG00000136603	3	SKIL	10	SKI-like oncogene [Source:HGNC Symbol;Acc:10897]
ENSG00000136628	1	EPRS	6	glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:3418]
ENSG00000136631	1	VPS45	12	vacuolar protein sorting 45 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:14579]
ENSG00000136636	1	KCTD3	5	potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:21305]
ENSG00000136643	1	RPS6KC1	7	ribosomal protein S6 kinase, 52kDa, polypeptide 1 [Source:HGNC Symbol;Acc:10439]
ENSG00000136682	2	CBWD2	11	COBW domain containing 2 [Source:HGNC Symbol;Acc:17907]
ENSG00000136699	2	SMPD4	25	sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) [Source:HGNC Symbol;Acc:32949]
ENSG00000136709	2	WDR33	5	WD repeat domain 33 [Source:HGNC Symbol;Acc:25651]
ENSG00000136710	2	CCDC115	5	coiled-coil domain containing 115 [Source:HGNC Symbol;Acc:28178]
ENSG00000136715	2	SAP130	5	Sin3A-associated protein, 130kDa [Source:HGNC Symbol;Acc:29813]
ENSG00000136717	2	BIN1	14	bridging integrator 1 [Source:HGNC Symbol;Acc:1052]
ENSG00000136718	2	IMP4	17	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:HGNC Symbol;Acc:30856]
ENSG00000136720	2	HS6ST1	4	heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:5201]
ENSG00000136731	2	UGGT1	8	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:15663]
ENSG00000136732	2	GYPC	6	glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:4704]
ENSG00000136738	10	STAM	6	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:HGNC Symbol;Acc:11357]
ENSG00000136754	10	ABI1	15	abl-interactor 1 [Source:HGNC Symbol;Acc:11320]
ENSG00000136758	10	YME1L1	8	YME1-like 1 ATPase [Source:HGNC Symbol;Acc:12843]
ENSG00000136770	10	DNAJC1	5	DnaJ (Hsp40) homolog, subfamily C, member 1 [Source:HGNC Symbol;Acc:20090]
ENSG00000136783	9	NIPSNAP3A	2	nipsnap homolog 3A (C. elegans) [Source:HGNC Symbol;Acc:23619]
ENSG00000136802	9	LRRC8A	5	leucine rich repeat containing 8 family, member A [Source:HGNC Symbol;Acc:19027]
ENSG00000136807	9	CDK9	6	cyclin-dependent kinase 9 [Source:HGNC Symbol;Acc:1780]
ENSG00000136810	9	TXN	3	thioredoxin [Source:HGNC Symbol;Acc:12435]
ENSG00000136811	9	ODF2	21	outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:8114]
ENSG00000136813	9	KIAA0368	7	KIAA0368 [Source:HGNC Symbol;Acc:29020]
ENSG00000136816	9	TOR1B	4	torsin family 1, member B (torsin B) [Source:HGNC Symbol;Acc:11995]
ENSG00000136819	9	C9orf78	7	chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:24932]
ENSG00000136824	9	SMC2	6	structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:14011]
ENSG00000136827	9	TOR1A	4	torsin family 1, member A (torsin A) [Source:HGNC Symbol;Acc:3098]
ENSG00000136828	9	RALGPS1	14	Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:16851]
ENSG00000136830	9	FAM129B	7	family with sequence similarity 129, member B [Source:HGNC Symbol;Acc:25282]
ENSG00000136840	9	ST6GALNAC4	8	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:17846]
ENSG00000136848	9	DAB2IP	10	DAB2 interacting protein [Source:HGNC Symbol;Acc:17294]
ENSG00000136854	9	STXBP1	7	syntaxin binding protein 1 [Source:HGNC Symbol;Acc:11444]
ENSG00000136856	9	SLC2A8	14	solute carrier family 2 (facilitated glucose transporter), member 8 [Source:HGNC Symbol;Acc:13812]
ENSG00000136859	9	ANGPTL2	4	angiopoietin-like 2 [Source:HGNC Symbol;Acc:490]
ENSG00000136861	9	CDK5RAP2	20	CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:18672]
ENSG00000136866	9	ZFP37	3	ZFP37 zinc finger protein [Source:HGNC Symbol;Acc:12863]
ENSG00000136868	9	SLC31A1	3	solute carrier family 31 (copper transporter), member 1 [Source:HGNC Symbol;Acc:11016]
ENSG00000136870	9	ZNF189	3	zinc finger protein 189 [Source:HGNC Symbol;Acc:12980]
ENSG00000136874	9	STX17	12	syntaxin 17 [Source:HGNC Symbol;Acc:11432]
ENSG00000136875	9	PRPF4	3	pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:17349]
ENSG00000136877	9	FPGS	21	folylpolyglutamate synthase [Source:HGNC Symbol;Acc:3824]
ENSG00000136888	9	ATP6V1G1	2	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 [Source:HGNC Symbol;Acc:864]
ENSG00000136891	9	TEX10	5	testis expressed 10 [Source:HGNC Symbol;Acc:25988]
ENSG00000136895	9	GARNL3	23	GTPase activating Rap/RanGAP domain-like 3 [Source:HGNC Symbol;Acc:25425]
ENSG00000136897	9	MRPL50	2	mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:16654]
